Date,Year,Month,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,NewAmountUSD
2015-02-02,2015,2,Faaya,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,0.0
2015-02-02,2015,2,InstaBounce,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,0.0
2015-02-02,2015,2,Chloroplast Foods,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,0.0
2015-02-02,2015,2,Dealwithus,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,0.0
2015-02-02,2015,2,CleverSharks,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,0.0
2015-02-02,2015,2,Leaf,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,0.0
2015-02-02,2015,2,SmartPocket,"Sol Primero, Rajiv Mehta","Seed
Funding","250,000",For mobile app,,0.0
2015-02-02,2015,2,Yumist,Orios Venture Partner,Private Equity,"1,000,000",Undisclosed Investors,,0.0
2015-02-02,2015,2,NowFloats,Omidyar Network,Private Equity,N/A,Series A,,0.0
2015-02-02,2015,2,FirstCry,Valiant Capital Partners,Private Equity,"26,000,000",Series D,,0.0
2015-02-02,2015,2,HolaChef,India Quotient,"Seed
Funding","325,000",Undisclosed Investors,,0.0
2015-03-02,2015,3,Frsh.co.in,"India Quotient, Kae Capital","Seed
Funding","518,000",Undisclosed Investors,,0.0
2015-03-02,2015,3,Manthan,"Temasek, Norwest Venture Partners",Private Equity,"60,000,000",Series D,,0.0
2015-05-02,2015,5,Kobster.com,Splice Advisors,"Seed
Funding",N/A,Undisclosed Investors,,0.0
2015-05-02,2015,5,Culture Machine,"Tiger Global, Times Internet, Zodius Capital",Private Equity,"18,000,000",Series B,,0.0
2015-05-02,2015,5,Paytm,Ant Financial Services (Alipay),Private Equity,N/A,Strategic Investment (25% stake),,0.0
2015-05-02,2015,5,Aisle.co,"Anand Vijay, Shashank Mehrotra & Others","Seed
Funding","100,000",Undisclosed Investors,,0.0
2015-06-02,2015,6,FreeCharge,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,"80,000,000",Series C,,0.0
2015-06-02,2015,6,NewsHunt,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,"40,000,000",Series C,,0.0
2015-09-02,2015,9,MyNoticePeriod,IDG Ventures,Private Equity,"3,000,000",Series A,,0.0
2015-09-02,2015,9,CarDekho.com,Ratan Tata,Private Equity,N/A,Undisclosed Investors,,0.0
2015-09-02,2015,9,Faaso’s,Lightbox Ventures,Private Equity,"20,000,000",Series B,,0.0
2015-10-02,2015,10,CarTrade.com,Chip Perry,Private Equity,N/A,Undisclosed Investors,,0.0
2015-10-02,2015,10,StoreKing,Mangrove Capital Partners,Private Equity,N/A,Undisclosed Investors,,0.0
2015-11-02,2015,11,Capital Float,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,"13,000,000",Series A,,0.0
2015-11-02,2015,11,Nimble Wireless,AngelPrime,"Seed
Funding","3,000,000",Undisclosed Investors,,0.0
2015-11-02,2015,11,Townscript,Group of Angel Investors,"Seed
Funding",N/A,Undisclosed Investors,,0.0
2015-11-02,2015,11,FindYahan,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj","Seed
Funding",N/A,Undisclosed Investors,,0.0
2015-12-02,2015,12,Stayzilla,"Nexus Venture Partners, Matrix Partners",Private Equity,"20,000,000",Series B,,0.0
2015-12-02,2015,12,Practo,"Sequoia Capital, Matrix Partners",Private Equity,"30,000,000",Series B,,0.0
2015-02-13,2015,2,CimplyFive,"Suresh Senapaty, TV Mohandas Pai","Seed
Funding",N/A,Undisclosed Investors,,0.0
2015-02-13,2015,2,20Dresses,"Srinivas Aluri, Srinivas Modukury, BS Nagesh","Seed
Funding","1,000,000",Undisclosed Investors,,0.0
2015-02-13,2015,2,Itzcash,Ashok Goel (promoter),Private Equity,"16,500,000",Promoter Commitment,,0.0
2015-02-16,2015,2,NewsInShorts,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,"4,150,000",Series A,,0.0
2015-02-16,2015,2,iTraveller.com,ah! Ventures,Private Equity,"1,000,000",Series A,,0.0
2015-02-17,2015,2,NextGen,Mumbai Angels & Group of other investors,"Seed
Funding",N/A,Undisclosed Investors,,0.0
2015-02-18,2015,2,Wooplr.com,Helion Venture Partners,Private Equity,"5,000,000",Series A,,0.0
2015-05-19,2015,5,Springleap,Cross Border Angels,"Seed
Funding","800,000",Undisclosed Investors,,0.0
2015-02-20,2015,2,Klip.in,"Calcutta Angels, Venture Nursery Angels Mumbai Angels","Seed
Funding","500,000",Undisclosed Investors,,0.0
2015-02-20,2015,2,Renderlogy,Brick Eagle,Private Equity,"1,600,000",Series A,,0.0
2015-02-21,2015,2,Appbase,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program","Seed
Funding","290,000",Grant + Seed funding,,0.0
2015-02-23,2015,2,HomeLane,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Private Equity,"4,500,000",Series A,,0.0
2015-02-23,2015,2,Trip38,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,"1,000,000",Series A,,0.0
2015-02-23,2015,2,Smartairtrip.com,Undisclosed,Private Equity,"10,000,000",Series A,,0.0
2015-02-23,2015,2,NoBroker,"SAIF Partners, Fulcrum Ventures",Private Equity,"3,000,000",Series A,,0.0
2015-02-24,2015,2,Caravan Craft Retail,"Unitus Seed Fund
Narayan Ramachandran, Bijou Kurien","Seed
Funding","500,000",Undisclosed Investors,,0.0
2015-02-25,2015,2,SquadRun,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures","Seed
Funding",N/A,Undisclosed Investors,,0.0
2015-02-25,2015,2,Clonect Solutions,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar","Seed
Funding","250,000",Undisclosed Investors,,0.0
2015-02-25,2015,2,TaxSutra,"V Balakrishnan, T V Mohandas Pai","Seed
Funding","160,000",Undisclosed Investors,,0.0
2015-02-25,2015,2,PepperTap,Sequoia Capital,"Seed
Funding",N/A,Undisclosed Investors,,0.0
2015-02-25,2015,2,Sattviko,"Sumit Jain, Rajat Jain, Sanjay Bhasin","Seed
Funding","320,000",Undisclosed Investors,,0.0
2015-02-25,2015,2,IndustryBuying,SAIF Partners,Private Equity,"2,000,000",Series A,,0.0
2015-02-26,2015,2,FreshWorld,"Kris Gopalakrishnan, Nagaraja Prakasam","Seed
Funding",N/A,Undisclosed Investors,,0.0
2015-02-26,2015,2,TinyOwl,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Private Equity,"16,000,000",Series B,,0.0
2015-02-27,2015,2,Momoe,"IDG Ventures India, Jungle Ventures, India Quotient.","Seed
Funding","1,200,000",Undisclosed Investors,,0.0
2015-02-27,2015,2,Grofers,"Tiger Global Management, Sequoia Capital India",Private Equity,"10,000,000",Series A,,0.0
2016-01-08,2016,1,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurugram,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000.0
2016-01-08,2016,1,Medinfi,Consumer Internet,Doctor & Clinic  Discovery Platform,Bengaluru,"Mudit Saxena, Evan Lim",Seed Funding,200000.0
2016-01-08,2016,1,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,275000.0
2016-01-08,2016,1,Voonik,eCommerce,Online Women’s Fashion Marketplace,Bengaluru,InnoVen Capital,Private Equity,3000000.0
2016-01-08,2016,1,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000.0
2016-02-08,2016,2,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000.0
2016-02-08,2016,2,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bengaluru,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,0.0
2016-02-08,2016,2,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1000000.0
2016-03-08,2016,3,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,0.0
2016-03-08,2016,3,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurugram,Brand Capital,Seed Funding,225000.0
2016-03-08,2016,3,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,890000.0
2016-04-08,2016,4,Petoo,Consumer Internet,Food Delivery Platform,Bengaluru,Existing Investors,Seed Funding,500000.0
2016-04-08,2016,4,lehlehsports,Others,Sports Arena discovery,Delhi,Anglian Omega Network,Seed Funding,0.0
2016-05-08,2016,5,Tricog,Healthcare,Healthcare Analytics Platform,Bengaluru,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,0.0
2016-06-08,2016,6,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,27000.0
2016-08-08,2016,8,AdPushUp,Technology,Ad optimization Platform,Delhi,"Geniee, Inc, Purvi Capital",Private Equity,0.0
2016-08-08,2016,8,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,40000.0
2016-08-08,2016,8,Mojarto,eCommerce,"Original Art, Digital Prints etailer",Gurugram,Undisclosed Investors,Seed Funding,445000.0
2016-08-08,2016,8,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,200000.0
2016-09-08,2016,9,MobiDent,Healthcare,Dental Protection Solution,Bengaluru,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0.0
2016-09-08,2016,9,Zeolr/RespirON,Technology,Healthcare related IoT platform,Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0.0
2016-10-08,2016,10,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bengaluru,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,500000.0
2016-10-08,2016,10,Bombay Shaving Company,eCommerce,Men’s Grooming Product etailer,Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000.0
2016-11-08,2016,11,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000.0
2016-11-08,2016,11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,0.0
2016-11-08,2016,11,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,209000.0
2016-11-08,2016,11,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000.0
2016-12-08,2016,12,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurugram,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000.0
2016-12-08,2016,12,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurugram,Brand Capital,Private Equity,1500000.0
2016-12-08,2016,12,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,15600000.0
2016-12-08,2016,12,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurugram,Undisclosed Investors,Seed Funding,500000.0
2016-12-08,2016,12,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,Delhi,"HT Media Ltd, North Base Media",Seed Funding,0.0
2016-08-15,2016,8,Buttercups,ECommerce,Women Intimate Wear eTailer,Bengaluru,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,0.0
2016-08-16,2016,8,Zappfresh,ECommerce,Raw Meat Products eTailer,Gurugram,Ashvin Chadha,Seed Funding,0.0
2016-08-16,2016,8,OyoRooms,Consumer Internet,Budget Hotels Aggregator,Delhi,SoftBank Group,Private Equity,62000000.0
2016-08-16,2016,8,Hike,Consumer Internet,Mobile Messaging App,Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000.0
2016-08-16,2016,8,Joolz,eCommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000.0
2016-08-16,2016,8,SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,1500000.0
2016-08-16,2016,8,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,250000.0
2016-08-16,2016,8,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,0.0
2016-08-17,2016,8,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,375000.0
2016-08-17,2016,8,ZiPi,Technology,Mobile Chatbot App,Bengaluru,Swan Angel Network,Seed Funding,0.0
2016-08-17,2016,8,Appknox,Technology,Mobile security solutions,Bengaluru,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000.0
2016-08-17,2016,8,Pikkol,Logistics,Packers & Movers,Bengaluru,Indian Angel Network,Seed Funding,0.0
2016-08-18,2016,8,Meesho,eCommerce,Mobile based eCommerce SAAS platform,Bengaluru,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,0.0
2016-08-18,2016,8,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,0.0
2016-08-19,2016,8,Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000.0
2016-08-19,2016,8,Digio,Technology,Aadhar based Document Signing platform,Bengaluru,Rainmatter,Private Equity,375000.0
2016-08-19,2016,8,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,0.0
2016-08-22,2016,8,Zzungry,Consumer Internet,Food Delivery platform,Bengaluru,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,0.0
2016-08-22,2016,8,Puro Wellness,healthcare,"Organic,  Natural  Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37000000.0
2016-08-22,2016,8,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,0.0
2016-08-23,2016,8,TAC Security,Technology,Cyber-Security Solutions Provider,Delhi,Vijay Kedia,Seed Funding,0.0
2016-08-23,2016,8,Notesgen,Consumer Internet,Online Notes Sharing Portal,Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,100000.0
2016-08-23,2016,8,NearU,Consumer Internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Funding,0.0
2016-08-23,2016,8,Octo.ai,Technology,Artificial Intelligence based marketing platform,Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,200000.0
2016-08-24,2016,8,ShaadiSaga,Consumer Internet,Wedding Website Creator,Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,0.0
2016-08-24,2016,8,UnaAcademy,Consumer Internet,Free Interactive education platform,Bengaluru,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,  Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000.0
2016-08-24,2016,8,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,100000.0
2016-08-24,2016,8,Guarented,eCommerce,Home Furnishing rental marketplace,Bengaluru,Kalaari Capital,Seed Funding,500000.0
2016-08-24,2016,8,Beyond Evolution,Technology,Mobile Apps & Tech Services provider,Gurugram,"Vineet Taneja, Kamal Puri",Seed Funding,0.0
2016-08-24,2016,8,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,500000.0
2016-08-24,2016,8,Convegenius,Education,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,900000.0
2016-08-24,2016,8,UrbanLadder,eCommerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,3000000.0
2016-08-24,2016,8,enCashea,Consumer Internet,Scrap Collection and Recycling platform,Bengaluru,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,0.0
2016-08-25,2016,8,EngineerBabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,0.0
2016-08-25,2016,8,Cult,Healthcare,Health and Fitness Centres,Bengaluru,CureFit,Private Equity,3000000.0
2016-08-25,2016,8,WitWorks,Technology,Consumer IoT Startup,Bengaluru,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,0.0
2016-08-25,2016,8,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,  Arpan Nagdeve",Seed Funding,0.0
2016-08-25,2016,8,ZoomCar,Consumer Internet,Self-driven car booking platform,Bengaluru,Ford Smart Mobility Llc,Private Equity,24000000.0
2016-08-26,2016,8,Plix,Consumer Internet,Photo and Video Sharing App,Gurugram,Instalabs,Seed Funding,500000.0
2016-08-26,2016,8,Mobikwik,Consumer Internet,Digital Wallet platform,Gurugram,Net1 UEPS Technologies Inc,Private Equity,40000000.0
2016-08-26,2016,8,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,550000.0
2016-08-26,2016,8,CrownIt,Consumer Internet,Cashback Mobile app,Gurugram,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,0.0
2016-08-29,2016,8,LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000.0
2016-08-29,2016,8,Runnr,Consumer Internet,hyperlocal Logistics services provider,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000.0
2016-08-29,2016,8,Zolo,Consumer Internet,on-demand online talent marketplace,Noida,Hitouch AG,Private Equity,0.0
2016-08-29,2016,8,Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,1000000.0
2016-08-29,2016,8,LivSpace,Consumer Internet,Online portal for Home Design,Bengaluru,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000.0
2016-08-30,2016,8,iAugmentor Labs,Technology,Assessment & Learning Platform,Gurugram,Rajasthan Angel Investor Network & Others,Seed Funding,149000.0
2016-08-30,2016,8,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000.0
2016-08-30,2016,8,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bengaluru,MediaTek Inc.,Private Equity,60000000.0
2016-08-30,2016,8,CropIn,Technology,Agriculture Technology Solutions,Bengaluru,Sophia Investment ApS,Private Equity,2000000.0
2016-08-30,2016,8,Canvera,Consumer Internet,Photographer Discovery & Information platform,Bengaluru,Info Edge (India) Ltd,Private Equity,3000000.0
2016-08-30,2016,8,Prime Focus Technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,0.0
2016-08-31,2016,8,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000.0
2016-08-31,2016,8,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,0.0
2016-01-01,2016,1,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,0.0
2016-01-01,2016,1,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,0.0
2016-04-01,2016,4,DogSpot,ECommerce,Online Pet Store,Gurugram,Ratan Tata,Seed Funding,0.0
2016-04-01,2016,4,Career360,Education,College Education Portal,Delhi,MeritTrac,Private Equity,0.0
2016-04-01,2016,4,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,6000000.0
2016-05-01,2016,5,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0.0
2016-05-01,2016,5,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,100000.0
2016-05-01,2016,5,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,0.0
2016-05-01,2016,5,360Ride,Consumer Internet,Ride Sharing platform,Bengaluru,Undisclosed,Seed Funding,150000.0
2016-05-01,2016,5,"Alef
Mobitech",Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,5000000.0
2016-06-01,2016,6,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bengaluru,Ratan Tata,Seed Funding,0.0
2016-06-01,2016,6,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurugram,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,0.0
2016-06-01,2016,6,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bengaluru,"Lalitesh Katragadda,  Ganayantrika Systems",Seed Funding,750000.0
2016-06-01,2016,6,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000.0
2016-06-01,2016,6,"PlanMy
MedicalTrip",Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,150000.0
2016-06-01,2016,6,MyCity4Kids,Education,Children Education & Information platform,Gurugram,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,3000000.0
2016-06-01,2016,6,Justdakhila.com,Education,School Student admissions platform,Delhi,Ankur Gupta,Seed Funding,750000.0
2016-07-01,2016,7,PitStop,Consumer Internet,Automobile Service Booking App,Bengaluru,Myntra/LivSpace Founders,Seed Funding,0.0
2016-07-01,2016,7,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurugram,Undisclosed Investors,Seed Funding,0.0
2016-07-01,2016,7,Infurnia,Consumer Internet,Online Furniture Customization platform,Bengaluru,Idein Ventures,Seed Funding,160000.0
2016-07-01,2016,7,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100000.0
2016-07-01,2016,7,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurugram,Ctrip.com International Ltd,Private Equity,180000000.0
2016-08-01,2016,8,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bengaluru,Lightbox Ventures,Private Equity,5000000.0
2016-08-01,2016,8,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bengaluru,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,250000.0
2016-08-01,2016,8,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,45000.0
2016-08-01,2016,8,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurugram,Arun Chandra Mohan,Seed Funding,0.0
2016-09-01,2016,9,Lumiere,ECommerce,Organic Food eTailer,Bengaluru,Undisclosed investors,Private Equity,0.0
2016-11-01,2016,11,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurugram,"Nahata Family, Waheed Alli",Private Equity,5400000.0
2016-11-01,2016,11,Wishup,Consumer Internet,Mobile app based Concierge Service,Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,0.0
2016-11-01,2016,11,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bengaluru,"Zodius Capital, Lightspeed Venture Partners",Private Equity,16500000.0
2016-11-01,2016,11,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bengaluru,"TV Mohandas Pai, LetsVenture",Seed Funding,1000000.0
2016-11-01,2016,11,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,0.0
2016-12-01,2016,12,Shopclues,ECommerce,ECommerce Marketplace,Gurugram,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,100000000.0
2016-12-01,2016,12,Hike Messenger,Consumer Internet,P2P Messaging Service,Delhi,"Matt Mullenweg, Adam D’Angelo, Aditya Agarwal,  Ruchi Sanghvi & Others",Private Equity,0.0
2016-12-01,2016,12,iBus Networks,Technology,Next Generation in-building connectivity,Bengaluru,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,2300000.0
2016-12-01,2016,12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,250000.0
2016-01-13,2016,1,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,145000000.0
2016-01-13,2016,1,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bengaluru,Shiva Ashok & Other unnamed investors,Seed Funding,100000.0
2016-01-13,2016,1,Roder,Consumer Internet,inter-city cab aggregator,Delhi,Unicorn India Ventures,Seed Funding,240000.0
2016-01-13,2016,1,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed Funding,0.0
2016-01-13,2016,1,Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,4000000.0
2016-01-13,2016,1,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,0.0
2016-01-14,2016,1,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bengaluru,Amod Malviya,Seed Funding,0.0
2016-01-14,2016,1,Buildkar,ECommerce,Construction Material Marketplace,Bengaluru,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,0.0
2016-01-14,2016,1,Orahi,Consumer Internet,Carpooling Mobile App,Gurugram,Indian Angel Network,Seed Funding,520000.0
2016-01-14,2016,1,Zapr,Technology,TV to Mobile audience Platform,Gurugram,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed Funding,0.0
2016-01-15,2016,1,Remidio,Healthcare,Healthcare Product Manufacturer,Bengaluru,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,0.0
